<Mickey_Rooney>	YAGOIMG00001
<Lorne_Michaels>	YAGOIMG03434
<Ben_Foster_(footballer)>	YAGOIMG03435
<Johns_Hopkins_School_of_Medicine>	YAGOIMG03436
<Atlantic_City,_New_Jersey>	YAGOIMG03437
<Wood_County,_Wisconsin>	YAGOIMG03438
<1992_Winter_Olympics>	YAGOIMG03439
<Tony_Award_for_Best_Book_of_a_Musical>	YAGOIMG03440
<Bel_Ami_(2012_film)>	YAGOIMG03441
<School_of_Foreign_Service>	YAGOIMG03442
<Raymond_Chandler>	YAGOIMG03443
<Giuseppe_Verdi>	YAGOIMG03444
<CBS>	YAGOIMG03445
<Jagdeep>	YAGOIMG03446
<Ryan's_Hope>	YAGOIMG03447
<Bolivia>	YAGOIMG03448
<Vittorio_Storaro>	YAGOIMG03449
<505_Games>	YAGOIMG03450
<Colombia_national_football_team>	YAGOIMG03451
<Ned_Beatty>	YAGOIMG03452
<Apple_Inc.>	YAGOIMG03453
<Bermuda>	YAGOIMG03454
<Hennepin_County,_Minnesota>	YAGOIMG03455
<Loving_(TV_series)>	YAGOIMG03456
<Sivasspor>	YAGOIMG03457
<Julie_Delpy>	YAGOIMG03458
<Dick_Wolf>	YAGOIMG03459
<77th_Academy_Awards>	YAGOIMG03460
<Judgment_at_Nuremberg>	YAGOIMG03461
<Jerry_Goldsmith>	YAGOIMG03462
<Tom_Petty>	YAGOIMG03463
<Raymond_Massey>	YAGOIMG03464
<Pulp_Fiction>	YAGOIMG03465
<Billy_West>	YAGOIMG03466
<Shopgirl>	YAGOIMG03467
<Ali_(film)>	YAGOIMG03468
<Brazil_national_football_team>	YAGOIMG03469
<Katy_Perry>	YAGOIMG03470
<Royal_Victorian_Order>	YAGOIMG03471
<William_John_Evans>	YAGOIMG03472
<R._D._Burman>	YAGOIMG03473
<Graham_Greene>	YAGOIMG03474
<University_of_Basel>	YAGOIMG03475
<Central_Saint_Martins>	YAGOIMG03476
<All_That_Jazz_(film)>	YAGOIMG03477
<George_Seaton>	YAGOIMG03478
<Dortmund>	YAGOIMG03479
<Al_Jourgensen>	YAGOIMG03480
<Juanes>	YAGOIMG03481
<Pennsylvania_State_University>	YAGOIMG03482
<David_Wenham>	YAGOIMG03483
<Rick_Simpson>	YAGOIMG03484
<Chico,_California>	YAGOIMG03485
<Rivers_Cuomo>	YAGOIMG03486
<Target_Corporation>	YAGOIMG03487
<Michael_Brauer>	YAGOIMG03488
<Isaac_Stern>	YAGOIMG03489
<Champaign,_Illinois>	YAGOIMG03490
<Grant_County,_Washington>	YAGOIMG03491
<Discovery_Channel>	YAGOIMG03492
<Atonement_(film)>	YAGOIMG03493
<X-Men_(film)>	YAGOIMG03494
<Motorola>	YAGOIMG03495
<Amistad_(film)>	YAGOIMG03496
<Will_Patton>	YAGOIMG03497
<Aladdin_(1992_Disney_film)>	YAGOIMG03498
<F.C._Copenhagen>	YAGOIMG03499
<Richard_Hunt_(puppeteer)>	YAGOIMG03500
<France>	YAGOIMG03501
<Union_Cane>	YAGOIMG03502
<Pocatello,_Idaho>	YAGOIMG03503
<Yiddish>	YAGOIMG03504
<Battleground_(film)>	YAGOIMG03505
<VH1>	YAGOIMG03506
<Cumberland_County,_New_Jersey>	YAGOIMG03507
<Cape_May_County,_New_Jersey>	YAGOIMG03508
<Orry-Kelly>	YAGOIMG03509
<Shammi_Kapoor>	YAGOIMG03510
<Michael_Pitt>	YAGOIMG03511
<Salem,_Massachusetts>	YAGOIMG03512
<Orix_Buffaloes>	YAGOIMG03513
<Jonathan_Walters>	YAGOIMG03514
<Jack_Nitzsche>	YAGOIMG03515
<University_of_Hong_Kong>	YAGOIMG03516
<Tony_Plana>	YAGOIMG03517
<Phil_Hartman>	YAGOIMG03518
<Bo_Derek>	YAGOIMG03519
<Donald_Sumpter>	YAGOIMG03520
<Anthony_Perkins>	YAGOIMG03521
<Alexander_(2004_film)>	YAGOIMG03522
<The_Biggest_Loser_(U.S._TV_series)>	YAGOIMG03523
<Academy_Award_for_Best_Supporting_Actor>	YAGOIMG03524
<Ali_(actor)>	YAGOIMG03525
<Jersey_Girl_(2004_film)>	YAGOIMG03526
<The_Secret_in_Their_Eyes>	YAGOIMG03527
<Indian_Rebellion_of_1857>	YAGOIMG03528
<The_Hours_(film)>	YAGOIMG03529
<Ealing>	YAGOIMG03530
<Cliffhanger_(film)>	YAGOIMG03531
<Carson_City,_Nevada>	YAGOIMG03532
<Jerry_Wald>	YAGOIMG03533
<Dundee>	YAGOIMG03534
<Tangerine_Dream>	YAGOIMG03535
<Dalton_Trumbo>	YAGOIMG03536
<The_Butterfly_Effect>	YAGOIMG03537
<Guardian_Children's_Fiction_Prize>	YAGOIMG03538
<Michelle_Yeoh>	YAGOIMG03539
<Michael_Chabon>	YAGOIMG03540
<Naveen_Andrews>	YAGOIMG03541
<Warren_Zevon>	YAGOIMG03542
<Wheaton,_Illinois>	YAGOIMG03543
<Andrew_Lloyd_Webber>	YAGOIMG03544
<The_Muppet_Movie>	YAGOIMG03545
<Academy_Award_for_Best_Supporting_Actress>	YAGOIMG03546
<Kingdom_of_Prussia>	YAGOIMG03547
<Brookline,_Massachusetts>	YAGOIMG03548
<Peter_Graves>	YAGOIMG03549
<Isaiah_Washington>	YAGOIMG03550
<Fairfield_University>	YAGOIMG03551
<Perak>	YAGOIMG03552
<Delaware>	YAGOIMG03553
<Weber_State_University>	YAGOIMG03554
<Second_Intifada>	YAGOIMG03555
<Christopher_Walken>	YAGOIMG03556
<Seth_Rogen>	YAGOIMG03557
<Scott_Lobdell>	YAGOIMG03558
<Mychael_Danna>	YAGOIMG03559
<81st_Academy_Awards>	YAGOIMG03560
<Dorothy_Fields>	YAGOIMG03561
<Julie_Bowen>	YAGOIMG03562
<African_National_Congress>	YAGOIMG03563
<Rock_Island,_Illinois>	YAGOIMG03564
<McNeese_State_University>	YAGOIMG03565
<Oceania>	YAGOIMG03566
<Harry_Turtledove>	YAGOIMG03567
<Yale_School_of_Drama>	YAGOIMG03568
<Jean_Louis>	YAGOIMG03569
<Monza>	YAGOIMG03570
<Terence_Stamp>	YAGOIMG03571
<Rice_University>	YAGOIMG03572
<Pink_Floyd>	YAGOIMG03573
<Progressive_Conservative_Party_of_Canada>	YAGOIMG03574
<Keith_Urban>	YAGOIMG03575
<Palmerston_North>	YAGOIMG03576
<Patna>	YAGOIMG03577
<Pacific_Palisades,_Los_Angeles>	YAGOIMG03578
<The_Cider_House_Rules_(film)>	YAGOIMG03579
<Adolf_Hitler>	YAGOIMG03580
<Bob_Roberts>	YAGOIMG03581
<Raphael>	YAGOIMG03582
<Leslie_Caron>	YAGOIMG03583
<Tuscany>	YAGOIMG03584
<Olivia_Wilde>	YAGOIMG03585
<Heroes_(TV_series)>	YAGOIMG03586
<Rotorua>	YAGOIMG03587
<Alabama>	YAGOIMG03588
<San_Jose_State_University>	YAGOIMG03589
<Kamal_Hassan>	YAGOIMG03590
<Jerry_O'Connell>	YAGOIMG03591
<Soul_Surfer_(film)>	YAGOIMG03592
<A_Serious_Man>	YAGOIMG03593
<NC_State_Wolfpack_football>	YAGOIMG03594
<Lesser_Poland_Voivodeship>	YAGOIMG03595
<Gandhi_(film)>	YAGOIMG03596
<Paul_Thomas_Anderson>	YAGOIMG03597
<Barry_Gibb>	YAGOIMG03598
<Houssine_Kharja>	YAGOIMG03599
<Grey_Gardens_(2009_film)>	YAGOIMG03600
<Lonesome_Dove_(miniseries)>	YAGOIMG03601
<EA_Sports>	YAGOIMG03602
<St_Andrews>	YAGOIMG03603
<Tress_MacNeille>	YAGOIMG03604
<The_Firm_(1993_film)>	YAGOIMG03605
<E.T._the_Extra-Terrestrial>	YAGOIMG03606
<Grease_(film)>	YAGOIMG03607
<Jack_White>	YAGOIMG03608
<Jason_Momoa>	YAGOIMG03609
<Grants_Pass,_Oregon>	YAGOIMG03610
<Todd_Rundgren>	YAGOIMG03611
<The_Last_Samurai>	YAGOIMG03612
<Ella_Fitzgerald>	YAGOIMG03613
<Robert_Elswit>	YAGOIMG03614
<Rich_Little>	YAGOIMG03615
<Hank_Azaria>	YAGOIMG03616
<Stephen_Demorest>	YAGOIMG03617
<University_of_Alberta>	YAGOIMG03618
<Jenna_Wolfe>	YAGOIMG03619
<Jack_Giarraputo>	YAGOIMG03620
<FC_Schaffhausen>	YAGOIMG03621
<Maastricht>	YAGOIMG03622
<Austin,_Texas>	YAGOIMG03623
<Haryana>	YAGOIMG03624
<Shrek_the_Third>	YAGOIMG03625
<Chris_Thile>	YAGOIMG03626
<Dominican_Republic>	YAGOIMG03627
<Rickey_Henderson>	YAGOIMG03628
<The_World's_Fastest_Indian>	YAGOIMG03629
<Brazoria_County,_Texas>	YAGOIMG03630
<Nancy_Cartwright>	YAGOIMG03631
<Albert_Nobbs>	YAGOIMG03632
<Ritchie_Blackmore>	YAGOIMG03633
<Clallam_County,_Washington>	YAGOIMG03634
<Rachel_Getting_Married>	YAGOIMG03635
<Mary_Pickford>	YAGOIMG03636
<Vivendi>	YAGOIMG03637
<Berks_County,_Pennsylvania>	YAGOIMG03638
<Clark_County,_Washington>	YAGOIMG03639
<Holy_Roman_Emperor>	YAGOIMG03640
<Frances_Conroy>	YAGOIMG03641
<Samuel_Fuller>	YAGOIMG03642
<Carlisle,_Cumbria>	YAGOIMG03643
<Terry_Gilliam>	YAGOIMG03644
<Wallachia>	YAGOIMG03645
<Club_Brugge_KV>	YAGOIMG03646
<Collin_County,_Texas>	YAGOIMG03647
<F._Scott_Fitzgerald>	YAGOIMG03648
<Hapoel_Be'er_Sheva_F.C.>	YAGOIMG03649
<The_Adventures_of_Ford_Fairlane>	YAGOIMG03650
<Northampton,_Massachusetts>	YAGOIMG03651
<Chief_technology_officer>	YAGOIMG03652
<Lou_Grant_(TV_series)>	YAGOIMG03653
<Jagathy_Sreekumar>	YAGOIMG03654
<Houston_Aeros_(1994–2013)>	YAGOIMG03655
<Essen>	YAGOIMG03656
<Los_Angeles_Clippers>	YAGOIMG03657
<Restless_(2011_film)>	YAGOIMG03658
<Ocean's_Eleven>	YAGOIMG03659
<The_Portrait_of_a_Lady_(film)>	YAGOIMG03660
<Peter_Weir>	YAGOIMG03661
<Rapid_City,_South_Dakota>	YAGOIMG03662
<Fremont,_California>	YAGOIMG03663
<Washington_County,_Oregon>	YAGOIMG03664
<Fluminense_FC>	YAGOIMG03665
<Kool_&_the_Gang>	YAGOIMG03666
<Around_the_World_in_80_Days_(1956_film)>	YAGOIMG03667
<MSNBC>	YAGOIMG03668
<Barnsley>	YAGOIMG03669
<Hugo_(film)>	YAGOIMG03670
<Kramer_vs._Kramer>	YAGOIMG03671
<The_Beaver_(film)>	YAGOIMG03672
<Crouching_Tiger,_Hidden_Dragon>	YAGOIMG03673
<Sam_Trammell>	YAGOIMG03674
<L.A._Confidential_(film)>	YAGOIMG03675
<Marvin_March>	YAGOIMG03676
<The_Robe_(film)>	YAGOIMG03677
<Monroe_County,_New_York>	YAGOIMG03678
<Nagoya_Grampus>	YAGOIMG03679
<Golden_State_Warriors>	YAGOIMG03680
<Erica_Mann>	YAGOIMG03681
<73rd_Academy_Awards>	YAGOIMG03682
<Samuel_L._Jackson>	YAGOIMG03683
<Joanna_Cassidy>	YAGOIMG03684
<Iowa_City,_Iowa>	YAGOIMG03685
<James_Cromwell>	YAGOIMG03686
<Utah_Utes_football>	YAGOIMG03687
<Amherst,_Massachusetts>	YAGOIMG03688
<Yugoslavia>	YAGOIMG03689
<Ernest_Hemingway>	YAGOIMG03690
<American_Beauty_(1999_film)>	YAGOIMG03691
<James_Monroe>	YAGOIMG03692
<Amy_Adams>	YAGOIMG03693
<M._Emmet_Walsh>	YAGOIMG03694
<Boston_Latin_School>	YAGOIMG03695
<Bette_Davis>	YAGOIMG03696
<Jim_Clark_(film_editor)>	YAGOIMG03697
<Ernie_Hudson>	YAGOIMG03698
<Beaufort_County,_South_Carolina>	YAGOIMG03699
<Jefferson_Airplane>	YAGOIMG03700
<Road_to_Perdition>	YAGOIMG03701
<Jenna_Bush_Hager>	YAGOIMG03702
<Curitiba>	YAGOIMG03703
<PFC_CSKA_Moscow>	YAGOIMG03704
<Vodafone>	YAGOIMG03705
<Canadian_English>	YAGOIMG03706
<Adrian_Utley>	YAGOIMG03707
<Ry_Cooder>	YAGOIMG03708
<Valkyrie_(film)>	YAGOIMG03709
<Hogan_Sheffer>	YAGOIMG03710
<Dubai>	YAGOIMG03711
<American_Reunion>	YAGOIMG03712
<Emeric_Pressburger>	YAGOIMG03713
<Basil_Poledouris>	YAGOIMG03714
<Jimmy_Page>	YAGOIMG03715
<The_Guard_(2011_film)>	YAGOIMG03716
<James_E._Sullivan_Award>	YAGOIMG03717
<63rd_Academy_Awards>	YAGOIMG03718
<Jane_Fonda>	YAGOIMG03719
<The_Path_to_9/11>	YAGOIMG03720
<Abidjan>	YAGOIMG03721
<Elizabeth_Hurley>	YAGOIMG03722
<County_Antrim>	YAGOIMG03723
<Jim_Cummings>	YAGOIMG03724
<Michael_York>	YAGOIMG03725
<Ghana>	YAGOIMG03726
<University_of_California,_Davis>	YAGOIMG03727
<Main_Hoon_Na>	YAGOIMG03728
<University_of_Illinois_at_Chicago>	YAGOIMG03729
<John_Hartford>	YAGOIMG03730
<University_of_California,_Santa_Cruz>	YAGOIMG03731
<Jean_Passanante>	YAGOIMG03732
<Stephen_Tobolowsky>	YAGOIMG03733
<Dakar>	YAGOIMG03734
<Miles_Davis>	YAGOIMG03735
<Republic_of_Venice>	YAGOIMG03736
<Matt_Bellamy>	YAGOIMG03737
<Algiers>	YAGOIMG03738
<An_Education>	YAGOIMG03739
<Hillary_Clinton>	YAGOIMG03740
<Italia_Conti_Academy_of_Theatre_Arts>	YAGOIMG03741
<The_Edge>	YAGOIMG03742
<Lookout_Records>	YAGOIMG03743
<Moonraker_(film)>	YAGOIMG03744
<Charles_Durning>	YAGOIMG03745
<Galveston_County,_Texas>	YAGOIMG03746
<Peter_Finch>	YAGOIMG03747
<Whitney_Houston>	YAGOIMG03748
<University_of_the_Philippines_Diliman>	YAGOIMG03749
<Ernest_Lehman>	YAGOIMG03750
<Vladimir_Lenin>	YAGOIMG03751
<Leelee_Sobieski>	YAGOIMG03752
<Roy_Haynes>	YAGOIMG03753
<Three_Kings_(1999_film)>	YAGOIMG03754
<Fox_Searchlight_Pictures>	YAGOIMG03755
<Klaus_Voormann>	YAGOIMG03756
<Leiden>	YAGOIMG03757
<Leslie_Cheung>	YAGOIMG03758
<Albert_Lee>	YAGOIMG03759
<McLennan_County,_Texas>	YAGOIMG03760
<Amy_Ryan>	YAGOIMG03761
<National_Party_of_Australia>	YAGOIMG03762
<Mrs._Miniver_(film)>	YAGOIMG03763
<Prometheus_Award>	YAGOIMG03764
<Corpse_Bride>	YAGOIMG03765
<Jamie_Kennedy>	YAGOIMG03766
<Albert_Brenner>	YAGOIMG03767
<Superman_(1978_film)>	YAGOIMG03768
<Brian_Posehn>	YAGOIMG03769
<Dordogne>	YAGOIMG03770
<Afrikaans>	YAGOIMG03771
<Jane_Krakowski>	YAGOIMG03772
<Lake_Michigan>	YAGOIMG03773
<Temple_Grandin_(film)>	YAGOIMG03774
<Heaven's_Gate_(film)>	YAGOIMG03775
<Osaka>	YAGOIMG03776
<Kalamazoo,_Michigan>	YAGOIMG03777
<Thomas_Edison>	YAGOIMG03778
<Johnny_Yong_Bosch>	YAGOIMG03779
<Red_Hot_Chili_Peppers>	YAGOIMG03780
<Russ_Meyer>	YAGOIMG03781
<Philip_Glass>	YAGOIMG03782
<Red_Army>	YAGOIMG03783
<Regina,_Saskatchewan>	YAGOIMG03784
<Donovan>	YAGOIMG03785
<South_Korea_national_football_team>	YAGOIMG03786
<American_Recordings_(record_label)>	YAGOIMG03787
<Christ_Church,_Oxford>	YAGOIMG03788
<Michelle_Forbes>	YAGOIMG03789
<Miami_Heat>	YAGOIMG03790
<Claudia_Schiffer>	YAGOIMG03791
<Charles_Brackett>	YAGOIMG03792
<Guinea-Bissau>	YAGOIMG03793
<Little_Children_(film)>	YAGOIMG03794
<Elisabeth_Shue>	YAGOIMG03795
<Quebec_City>	YAGOIMG03796
<Wallace_Shawn>	YAGOIMG03797
<Verve_Records>	YAGOIMG03798
<Chariots_of_Fire>	YAGOIMG03799
<Windows_7>	YAGOIMG03800
<United_States_Navy>	YAGOIMG03801
<Madhya_Pradesh>	YAGOIMG03802
<Jack_Kerouac>	YAGOIMG03803
<Giovani_dos_Santos>	YAGOIMG03804
<Jacques_Derrida>	YAGOIMG03805
<Judy_Garland>	YAGOIMG03806
<Michael_Clarke_Duncan>	YAGOIMG03807
<Yoram_Globus>	YAGOIMG03808
<Socialist_Unity_Party_of_Germany>	YAGOIMG03809
<Thomas_Mann>	YAGOIMG03810
<Kelowna>	YAGOIMG03811
<Uzbekistan>	YAGOIMG03812
<Bram_Stoker>	YAGOIMG03813
<Pomona_College>	YAGOIMG03814
<The_Color_Purple_(film)>	YAGOIMG03815
<The_Fighter>	YAGOIMG03816
<Mary-Louise_Parker>	YAGOIMG03817
<Timothy_Busfield>	YAGOIMG03818
<Cardiff>	YAGOIMG03819
<Lionel_Messi>	YAGOIMG03820
<Portland_Pirates>	YAGOIMG03821
<PopCap_Games>	YAGOIMG03822
<Almost_Famous>	YAGOIMG03823
<69th_Golden_Globe_Awards>	YAGOIMG03824
<Zero_Dark_Thirty>	YAGOIMG03825
<Julianna_Margulies>	YAGOIMG03826
<Walter_Lantz>	YAGOIMG03827
<Coburg>	YAGOIMG03828
<Antichrist_(film)>	YAGOIMG03829
<Gloria_Estefan>	YAGOIMG03830
<University_of_Nevada,_Las_Vegas>	YAGOIMG03831
<Project_Runway>	YAGOIMG03832
<Aphex_Twin>	YAGOIMG03833
<Albany,_New_York>	YAGOIMG03834
<Mickey_Rourke>	YAGOIMG03835
<Paranormal_Activity>	YAGOIMG03836
<Patti_LaBelle>	YAGOIMG03837
<Bob_Hoskins>	YAGOIMG03838
<Irwin_Allen>	YAGOIMG03839
<Michael_McKean>	YAGOIMG03840
<Michael_Hordern>	YAGOIMG03841
<Radcliffe_College>	YAGOIMG03842
<Psycho_(1998_film)>	YAGOIMG03843
<Tough_Guys_Don't_Dance_(film)>	YAGOIMG03844
<Hong_Kong>	YAGOIMG03845
<Bridesmaids_(2011_film)>	YAGOIMG03846
<Battle_Royale_(film)>	YAGOIMG03847
<Entertainment_One_Music>	YAGOIMG03848
<Washtenaw_County,_Michigan>	YAGOIMG03849
<Andy_Warhol>	YAGOIMG03850
<55th_Academy_Awards>	YAGOIMG03851
<Udo_Kier>	YAGOIMG03852
<Batman_Begins>	YAGOIMG03853
<Brighton_Rock_(2010_film)>	YAGOIMG03854
<Ray_(film)>	YAGOIMG03855
<Thomas_Ian_Nicholas>	YAGOIMG03856
<Camden_County,_New_Jersey>	YAGOIMG03857
<Genesee_County,_Michigan>	YAGOIMG03858
<Resident_Evil_(film)>	YAGOIMG03859
<Stephen_Rea>	YAGOIMG03860
<Transylvania>	YAGOIMG03861
<National_Assembly_(France)>	YAGOIMG03862
<John_Landis>	YAGOIMG03863
<Real_Valladolid>	YAGOIMG03864
<Ipswich>	YAGOIMG03865
<Simon_Cowell>	YAGOIMG03866
<Durham,_England>	YAGOIMG03867
<The_Matrix>	YAGOIMG03868
<Manhattan>	YAGOIMG03869
<Breakfast_at_Tiffany's_(film)>	YAGOIMG03870
<Burlington_County,_New_Jersey>	YAGOIMG03871
<Cliff_Richard>	YAGOIMG03872
<Seattle_Storm>	YAGOIMG03873
<Russian_language>	YAGOIMG03874
<Stuart_Craig>	YAGOIMG03875
<Alice_in_Wonderland_(1951_film)>	YAGOIMG03876
<Meagan_Good>	YAGOIMG03877
<Travis_Tritt>	YAGOIMG03878
<Wayne_County,_Michigan>	YAGOIMG03879
<Iftekhar>	YAGOIMG03880
<Scott_Baio>	YAGOIMG03881
<Around_the_World_in_80_Days_(2004_film)>	YAGOIMG03882
<Los_Angeles_Kings>	YAGOIMG03883
<U.C._Sampdoria>	YAGOIMG03884
<Panjab_University>	YAGOIMG03885
<Noah_Wyle>	YAGOIMG03886
<Kenyon_College>	YAGOIMG03887
<Jim_Broadbent>	YAGOIMG03888
<Road_Trip_(film)>	YAGOIMG03889
<El_Salvador_national_football_team>	YAGOIMG03890
<Socialist_Party_(France)>	YAGOIMG03891
<Bergen_County,_New_Jersey>	YAGOIMG03892
<Robert_Wagner>	YAGOIMG03893
<Kevin_Bacon>	YAGOIMG03894
<Public_Enemies_(2009_film)>	YAGOIMG03895
<F.C._Bari_1908>	YAGOIMG03896
<Randy_Edelman>	YAGOIMG03897
<James_Levine>	YAGOIMG03898
<Festival_Records>	YAGOIMG03899
<Valencia>	YAGOIMG03900
<Columbia_River>	YAGOIMG03901
<Pat_Metheny>	YAGOIMG03902
<Norman_Stiles>	YAGOIMG03903
<York_County,_Pennsylvania>	YAGOIMG03904
<Edward_Said>	YAGOIMG03905
<Oxford>	YAGOIMG03906
<51st_Academy_Awards>	YAGOIMG03907
<Colgate_University>	YAGOIMG03908
<Breaking_Bad>	YAGOIMG03909
<Alan_Hume>	YAGOIMG03910
<Paul_Mazursky>	YAGOIMG03911
<Sydney_Airport>	YAGOIMG03912
<Patton_(film)>	YAGOIMG03913
<The_Santa_Clause_2>	YAGOIMG03914
<Phillips_Academy>	YAGOIMG03915
<University_of_the_Witwatersrand>	YAGOIMG03916
<Purdue_University>	YAGOIMG03917
<Virginia_Beach,_Virginia>	YAGOIMG03918
<Northwestern_University>	YAGOIMG03919
<Johnny_Carson>	YAGOIMG03920
<I_Heart_Huckabees>	YAGOIMG03921
<War_on_Terror>	YAGOIMG03922
<Jimmy_Van_Heusen>	YAGOIMG03923
<Kansas_City_Royals>	YAGOIMG03924
<Golden_Bear>	YAGOIMG03925
<Guilford_County,_North_Carolina>	YAGOIMG03926
<Miguel_de_Cervantes>	YAGOIMG03927
<Fred_Durst>	YAGOIMG03928
<Leslie_Bricusse>	YAGOIMG03929
<Ironclad_(film)>	YAGOIMG03930
<The_Haunting_(1999_film)>	YAGOIMG03931
<Paramore>	YAGOIMG03932
<Alicia_Keys>	YAGOIMG03933
<Ice-T>	YAGOIMG03934
<The_Golden_Compass_(film)>	YAGOIMG03935
<The_Parent_Trap_(1998_film)>	YAGOIMG03936
<German_Empire>	YAGOIMG03937
<Acclaim_Entertainment>	YAGOIMG03938
<Petaluma,_California>	YAGOIMG03939
<Jennifer_Love_Hewitt>	YAGOIMG03940
<Masako_Nozawa>	YAGOIMG03941
<Herb_Alpert>	YAGOIMG03942
<Alan_Tudyk>	YAGOIMG03943
<Scott_Sabourin>	YAGOIMG03944
<Revathi>	YAGOIMG03945
<Townsville>	YAGOIMG03946
<Detroit_Red_Wings>	YAGOIMG03947
<Park_County,_Wyoming>	YAGOIMG03948
<Romania>	YAGOIMG03949
<Yunus_Parvez>	YAGOIMG03950
<Heather_Locklear>	YAGOIMG03951
<David_Simon>	YAGOIMG03952
<Invincible_(2006_film)>	YAGOIMG03953
<Vicenza>	YAGOIMG03954
<David_Guetta>	YAGOIMG03955
<Wehrmacht>	YAGOIMG03956
<Luxembourg>	YAGOIMG03957
<Gary_Sinise>	YAGOIMG03958
<University_of_Mumbai>	YAGOIMG03959
<Ben_Gibbard>	YAGOIMG03960
<The_Cassandra_Crossing>	YAGOIMG03961
<Warren_Beatty>	YAGOIMG03962
<Linda_Cardellini>	YAGOIMG03963
<Mark_Knopfler>	YAGOIMG03964
<Guangdong>	YAGOIMG03965
<University_of_Arkansas>	YAGOIMG03966
<University_of_Oxford>	YAGOIMG03967
<Tiny_Toon_Adventures>	YAGOIMG03968
<John_Huston>	YAGOIMG03969
<Val_Kilmer>	YAGOIMG03970
<Walt_Disney_Pictures>	YAGOIMG03971
<Dabney_Coleman>	YAGOIMG03972
<Edward_Woodward>	YAGOIMG03973
<Invictus_(film)>	YAGOIMG03974
<Rodrigo_Santoro>	YAGOIMG03975
<Olympia_Dukakis>	YAGOIMG03976
<L.A._Reid>	YAGOIMG03977
<Genesis_(band)>	YAGOIMG03978
<Ed_McMahon>	YAGOIMG03979
<Van_Halen>	YAGOIMG03980
<Jonathan_Lynn>	YAGOIMG03981
<Paul_Auster>	YAGOIMG03982
<Oscar_Wilde>	YAGOIMG03983
<Chris_Martin>	YAGOIMG03984
<University_of_Strasbourg>	YAGOIMG03985
<Sheryl_Crow>	YAGOIMG03986
<Carol_Leifer>	YAGOIMG03987
<XXX_(2002_film)>	YAGOIMG03988
<Wreck-It_Ralph>	YAGOIMG03989
<Pleasantville_(film)>	YAGOIMG03990
<University_of_Cambridge>	YAGOIMG03991
<Danilo_Donati>	YAGOIMG03992
<Guyana>	YAGOIMG03993
<H._G._Wells>	YAGOIMG03994
<Shohreh_Aghdashloo>	YAGOIMG03995
<Munich>	YAGOIMG03996
<Waco,_Texas>	YAGOIMG03997
<46th_Annual_Grammy_Awards>	YAGOIMG03998
<La_Jolla>	YAGOIMG03999
<Pete_Docter>	YAGOIMG04000
<Australia_national_soccer_team>	YAGOIMG04001
<Dwyane_Wade>	YAGOIMG04002
<War_of_the_Worlds_(2005_film)>	YAGOIMG04003
<John_Heard_(actor)>	YAGOIMG04004
<24_(TV_series)>	YAGOIMG04005
<Al-Gharafa_Sports_Club>	YAGOIMG04006
<CFR_Cluj>	YAGOIMG04007
<The_Truman_Show>	YAGOIMG04008
<Texas_Rangers_(baseball)>	YAGOIMG04009
<Qingdao>	YAGOIMG04010
<The_Crucible_(1996_film)>	YAGOIMG04011
<Jim_Taylor_(writer)>	YAGOIMG04012
<Sprint_Corporation>	YAGOIMG04013
<Carole_Lombard>	YAGOIMG04014
<Tampa_Bay_Rays>	YAGOIMG04015
<The_X-Files_(film)>	YAGOIMG04016
<Kate_Nelligan>	YAGOIMG04017
<University_of_Westminster>	YAGOIMG04018
<Ray_Heindorf>	YAGOIMG04019
<I_Love_You,_Man>	YAGOIMG04020
<Metro_Detroit>	YAGOIMG04021
<William_Henry_Harrison>	YAGOIMG04022
<Second_Polish_Republic>	YAGOIMG04023
<Ellen_DeGeneres>	YAGOIMG04024
<Togo_national_football_team>	YAGOIMG04025
<Austin_Pendleton>	YAGOIMG04026
<Gary_Goetzman>	YAGOIMG04027
<Netherlands>	YAGOIMG04028
<Ronald_Harwood>	YAGOIMG04029
<Linn_County,_Iowa>	YAGOIMG04030
<Pompano_Beach,_Florida>	YAGOIMG04031
<East_Lansing,_Michigan>	YAGOIMG04032
<Jamaica_national_football_team>	YAGOIMG04033
<Stevie_Wonder>	YAGOIMG04034
<Alex_Kingston>	YAGOIMG04035
<Aldo_Nova>	YAGOIMG04036
<Joseon>	YAGOIMG04037
<Joseph_Haydn>	YAGOIMG04038
<Boston_University>	YAGOIMG04039
<Ireland>	YAGOIMG04040
<Hilary_Haag>	YAGOIMG04041
<Miami_Marlins>	YAGOIMG04042
<Leslie_David_Baker>	YAGOIMG04043
<University_of_New_Hampshire>	YAGOIMG04044
<I_Am_Legend_(film)>	YAGOIMG04045
<Spirited_Away>	YAGOIMG04046
<University_of_New_Orleans>	YAGOIMG04047
<John_Wood_(English_actor)>	YAGOIMG04048
<Hrithik_Roshan>	YAGOIMG04049
<The_Last_King_of_Scotland_(film)>	YAGOIMG04050
<Sesame_Street>	YAGOIMG04051
<Giancarlo_Esposito>	YAGOIMG04052
<Lake_County,_Florida>	YAGOIMG04053
<Lee_J._Cobb>	YAGOIMG04054
<Poland>	YAGOIMG04055
<Eindhoven>	YAGOIMG04056
<Dave_Navarro>	YAGOIMG04057
<Gifu_Prefecture>	YAGOIMG04058
<Frank_Welker>	YAGOIMG04059
<Poitou-Charentes>	YAGOIMG04060
<Quest_for_Fire_(film)>	YAGOIMG04061
